00:06:46:20 | W | Mismatching | SEQ : 20174670210, PART : 04578885AC, SCAN TQ41847C1466, CELL [1,1]
13:57:44:53 | I | Matching ok | SEQ : 20174677340, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
13:57:46:86 | I | Matching ok | SEQ : 20174677330, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
13:57:49:09 | I | Matching ok | SEQ : 20174677320, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
13:57:51:36 | I | Matching ok | SEQ : 20174677310, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
13:57:53:61 | I | Matching ok | SEQ : 20174677300, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
14:10:27:20 | I | Matching ok | SEQ : 20174677410, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
14:10:30:45 | I | Matching ok | SEQ : 20174677400, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
14:10:33:58 | I | Matching ok | SEQ : 20174677390, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
14:10:35:62 | I | Matching ok | SEQ : 20174677380, PART : N/A, SCAN N/A, CELL [1,4]
14:10:38:25 | I | Matching ok | SEQ : 20174677370, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
14:10:40:55 | I | Matching ok | SEQ : 20174677360, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
14:10:42:56 | I | Matching ok | SEQ : 20174677470, PART : N/A, SCAN N/A, CELL [2,1]
14:10:44:97 | I | Matching ok | SEQ : 20174677460, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
14:10:47:65 | I | Matching ok | SEQ : 20174677450, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
14:10:50:00 | I | Matching ok | SEQ : 20174677440, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
14:10:53:48 | I | Matching ok | SEQ : 20174677430, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
14:10:56:07 | I | Matching ok | SEQ : 20174677420, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
14:19:53:66 | I | Matching ok | SEQ : 20174677530, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
14:19:56:89 | I | Matching ok | SEQ : 20174677520, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
14:19:58:90 | I | Matching ok | SEQ : 20174677510, PART : N/A, SCAN N/A, CELL [1,3]
14:20:01:87 | I | Matching ok | SEQ : 20174677500, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
14:20:05:84 | I | Matching ok | SEQ : 20174677490, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
14:20:08:14 | I | Matching ok | SEQ : 20174677480, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
14:20:10:15 | I | Matching ok | SEQ : 20174677590, PART : N/A, SCAN N/A, CELL [2,1]
14:20:12:18 | I | Matching ok | SEQ : 20174677580, PART : N/A, SCAN N/A, CELL [2,2]
14:20:15:94 | I | Matching ok | SEQ : 20174677570, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
14:20:19:04 | I | Matching ok | SEQ : 20174677560, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
14:20:22:22 | I | Matching ok | SEQ : 20174677550, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
14:20:24:67 | I | Matching ok | SEQ : 20174677540, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
14:46:21:23 | I | Matching ok | SEQ : 20174677650, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
14:46:24:70 | I | Matching ok | SEQ : 20174677640, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
14:46:27:30 | I | Matching ok | SEQ : 20174677630, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
14:46:29:98 | I | Matching ok | SEQ : 20174677620, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
14:46:32:75 | I | Matching ok | SEQ : 20174677610, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
14:46:35:05 | I | Matching ok | SEQ : 20174677600, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
14:46:39:08 | I | Matching ok | SEQ : 20174677710, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
14:46:41:10 | I | Matching ok | SEQ : 20174677700, PART : N/A, SCAN N/A, CELL [2,2]
14:46:43:15 | I | Matching ok | SEQ : 20174677690, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
14:46:45:78 | I | Matching ok | SEQ : 20174677680, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
14:46:48:88 | I | Matching ok | SEQ : 20174677670, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
14:46:51:63 | I | Matching ok | SEQ : 20174677660, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
14:58:06:45 | I | Matching ok | SEQ : 20174677770, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
14:58:09:12 | I | Matching ok | SEQ : 20174677760, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
14:58:11:67 | I | Matching ok | SEQ : 20174677750, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
14:58:13:69 | I | Matching ok | SEQ : 20174677740, PART : N/A, SCAN N/A, CELL [1,4]
14:58:17:79 | I | Matching ok | SEQ : 20174677730, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
14:58:20:37 | I | Matching ok | SEQ : 20174677720, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
14:58:22:67 | I | Matching ok | SEQ : 20174677830, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
14:58:25:30 | I | Matching ok | SEQ : 20174677820, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
14:58:28:94 | I | Matching ok | SEQ : 20174677810, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
14:58:32:52 | I | Matching ok | SEQ : 20174677800, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
14:58:35:07 | I | Matching ok | SEQ : 20174677790, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
14:58:37:08 | I | Matching ok | SEQ : 20174677780, PART : N/A, SCAN N/A, CELL [2,6]
15:09:30:56 | I | Matching ok | SEQ : 20174677890, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
15:09:32:58 | I | Matching ok | SEQ : 20174677880, PART : N/A, SCAN N/A, CELL [1,2]
15:09:36:88 | I | Matching ok | SEQ : 20174677870, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
15:09:38:90 | I | Matching ok | SEQ : 20174677860, PART : N/A, SCAN N/A, CELL [1,4]
15:09:42:46 | I | Matching ok | SEQ : 20174677850, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
15:09:45:14 | I | Matching ok | SEQ : 20174677840, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
15:09:47:59 | I | Matching ok | SEQ : 20174677950, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
15:09:48:96 | I | Matching ok | SEQ : 20174677940, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
15:09:50:41 | I | Matching ok | SEQ : 20174677930, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
15:09:51:51 | I | Matching ok | SEQ : 20174677920, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
15:09:53:79 | I | Matching ok | SEQ : 20174677910, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
15:09:55:47 | I | Matching ok | SEQ : 20174677900, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
15:18:58:27 | I | Matching ok | SEQ : 20174678010, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
15:19:01:50 | I | Matching ok | SEQ : 20174678000, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
15:19:06:50 | I | Matching ok | SEQ : 20174677990, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
15:19:08:52 | I | Matching ok | SEQ : 20174677980, PART : N/A, SCAN N/A, CELL [1,4]
15:19:10:17 | I | Matching ok | SEQ : 20174677970, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
15:19:11:65 | I | Matching ok | SEQ : 20174677960, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
15:19:12:95 | I | Matching ok | SEQ : 20174678070, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
15:19:14:25 | I | Matching ok | SEQ : 20174678060, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
15:19:15:55 | I | Matching ok | SEQ : 20174678050, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
15:19:16:95 | I | Matching ok | SEQ : 20174678040, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
15:19:18:15 | I | Matching ok | SEQ : 20174678030, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
15:19:20:17 | I | Matching ok | SEQ : 20174678020, PART : N/A, SCAN N/A, CELL [2,6]
15:28:32:04 | I | Matching ok | SEQ : 20174678130, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
15:28:37:01 | I | Matching ok | SEQ : 20174678120, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
15:28:40:96 | I | Matching ok | SEQ : 20174678110, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
15:28:47:62 | I | Matching ok | SEQ : 20174678100, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
15:28:50:69 | I | Matching ok | SEQ : 20174678090, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
15:28:54:36 | I | Matching ok | SEQ : 20174678080, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
15:28:57:29 | I | Matching ok | SEQ : 20174678190, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
15:28:59:96 | I | Matching ok | SEQ : 20174678180, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
15:29:01:98 | I | Matching ok | SEQ : 20174678170, PART : N/A, SCAN N/A, CELL [2,3]
15:29:04:91 | I | Matching ok | SEQ : 20174678160, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
15:29:08:26 | I | Matching ok | SEQ : 20174678150, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
15:29:10:31 | I | Matching ok | SEQ : 20174678140, PART : N/A, SCAN N/A, CELL [2,6]
15:36:13:37 | I | Matching ok | SEQ : 20174678250, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
15:36:16:27 | I | Matching ok | SEQ : 20174678240, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
15:36:18:77 | I | Matching ok | SEQ : 20174678230, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
15:36:21:40 | I | Matching ok | SEQ : 20174678220, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
15:36:23:68 | I | Matching ok | SEQ : 20174678210, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
15:36:26:22 | I | Matching ok | SEQ : 20174678200, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
15:36:30:00 | I | Matching ok | SEQ : 20174678310, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
15:36:32:50 | I | Matching ok | SEQ : 20174678300, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
15:36:35:50 | I | Matching ok | SEQ : 20174678290, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
15:36:38:00 | I | Matching ok | SEQ : 20174678280, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
15:36:40:05 | I | Matching ok | SEQ : 20174678270, PART : N/A, SCAN N/A, CELL [2,5]
15:36:42:52 | I | Matching ok | SEQ : 20174678260, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
15:45:59:91 | I | Matching ok | SEQ : 20174678370, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
15:46:02:69 | I | Matching ok | SEQ : 20174678360, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
15:46:04:71 | I | Matching ok | SEQ : 20174678350, PART : N/A, SCAN N/A, CELL [1,3]
15:46:06:75 | I | Matching ok | SEQ : 20174678340, PART : N/A, SCAN N/A, CELL [1,4]
15:46:08:78 | I | Matching ok | SEQ : 20174678330, PART : N/A, SCAN N/A, CELL [1,5]
15:46:13:39 | I | Matching ok | SEQ : 20174678320, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
15:46:15:41 | I | Matching ok | SEQ : 20174678430, PART : N/A, SCAN N/A, CELL [2,1]
15:46:17:59 | I | Matching ok | SEQ : 20174678420, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
15:46:20:49 | I | Matching ok | SEQ : 20174678410, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
15:46:23:24 | I | Matching ok | SEQ : 20174678400, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
15:46:25:81 | I | Matching ok | SEQ : 20174678390, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
15:46:29:89 | I | Matching ok | SEQ : 20174678380, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
15:58:04:80 | I | Matching ok | SEQ : 20174678490, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
15:58:08:28 | I | Matching ok | SEQ : 20174678480, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
15:58:10:78 | I | Matching ok | SEQ : 20174678470, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
15:58:13:83 | I | Matching ok | SEQ : 20174678460, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
15:58:16:20 | I | Matching ok | SEQ : 20174678450, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
15:58:18:58 | I | Matching ok | SEQ : 20174678440, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
15:58:20:93 | I | Matching ok | SEQ : 20174678550, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
15:58:23:51 | I | Matching ok | SEQ : 20174678540, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
15:58:26:03 | I | Matching ok | SEQ : 20174678530, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
15:58:28:55 | I | Matching ok | SEQ : 20174678520, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
15:58:31:05 | I | Matching ok | SEQ : 20174678510, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
15:58:33:63 | I | Matching ok | SEQ : 20174678500, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
16:05:37:37 | I | Matching ok | SEQ : 20174678610, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
16:05:39:99 | I | Matching ok | SEQ : 20174678600, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
16:05:42:37 | I | Matching ok | SEQ : 20174678590, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
16:05:44:52 | I | Matching ok | SEQ : 20174678580, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
16:05:46:89 | I | Matching ok | SEQ : 20174678570, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
16:05:49:22 | I | Matching ok | SEQ : 20174678560, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
16:05:53:67 | I | Matching ok | SEQ : 20174678670, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
16:05:56:37 | W | Mismatching | SEQ : 20174678660, PART : 52124713AD, SCAN P04578885AC, CELL [2,2]
16:06:28:64 | I | Matching ok | SEQ : 20174678660, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
16:06:30:67 | I | Matching ok | SEQ : 20174678650, PART : N/A, SCAN N/A, CELL [2,3]
16:06:32:27 | I | Matching ok | SEQ : 20174678640, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
16:06:35:59 | I | Matching ok | SEQ : 20174678630, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
16:06:40:67 | I | Matching ok | SEQ : 20174678620, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
16:16:52:31 | I | Matching ok | SEQ : 20174678730, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
16:16:54:96 | I | Matching ok | SEQ : 20174678720, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
16:16:57:71 | I | Matching ok | SEQ : 20174678710, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
16:16:59:98 | I | Matching ok | SEQ : 20174678700, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
16:17:02:41 | I | Matching ok | SEQ : 20174678690, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
16:17:04:53 | I | Matching ok | SEQ : 20174678680, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
16:17:07:23 | I | Matching ok | SEQ : 20174678790, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
16:17:10:08 | I | Matching ok | SEQ : 20174678780, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
16:17:12:53 | I | Matching ok | SEQ : 20174678770, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
16:17:15:13 | I | Matching ok | SEQ : 20174678760, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
16:17:17:56 | I | Matching ok | SEQ : 20174678750, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
16:17:19:76 | I | Matching ok | SEQ : 20174678740, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
16:27:15:75 | I | Matching ok | SEQ : 20174678850, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
16:27:18:47 | I | Matching ok | SEQ : 20174678840, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
16:27:20:00 | I | Matching ok | SEQ : 20174678830, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
16:27:22:02 | I | Matching ok | SEQ : 20174678820, PART : N/A, SCAN N/A, CELL [1,4]
16:27:23:75 | I | Matching ok | SEQ : 20174678810, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
16:27:25:15 | I | Matching ok | SEQ : 20174678800, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
16:27:26:32 | I | Matching ok | SEQ : 20174678910, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
16:27:27:45 | I | Matching ok | SEQ : 20174678900, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
16:27:28:55 | I | Matching ok | SEQ : 20174678890, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
16:27:29:50 | I | Matching ok | SEQ : 20174678880, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
16:27:30:67 | I | Matching ok | SEQ : 20174678870, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
16:27:31:98 | I | Matching ok | SEQ : 20174678860, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
