00:11:36:65 | I | Matching ok | SEQ : 20174710530, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
13:50:49:11 | I | Matching ok | SEQ : 20174717710, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
13:50:52:66 | I | Matching ok | SEQ : 20174717700, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
13:50:56:53 | I | Matching ok | SEQ : 20174717690, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
13:50:58:54 | I | Matching ok | SEQ : 20174717680, PART : N/A, SCAN N/A, CELL [1,6]
13:51:00:18 | I | Matching ok | SEQ : 20174717790, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
13:51:02:91 | I | Matching ok | SEQ : 20174717780, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
13:51:06:63 | I | Matching ok | SEQ : 20174717770, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
13:51:10:24 | I | Matching ok | SEQ : 20174717760, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
13:51:14:66 | I | Matching ok | SEQ : 20174717750, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
13:51:18:18 | I | Matching ok | SEQ : 20174717740, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
14:03:12:75 | I | Matching ok | SEQ : 20174717850, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
14:03:16:10 | I | Matching ok | SEQ : 20174717840, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
14:03:19:22 | I | Matching ok | SEQ : 20174717830, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
14:03:21:93 | I | Matching ok | SEQ : 20174717820, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
14:03:24:80 | I | Matching ok | SEQ : 20174717810, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
14:03:27:70 | I | Matching ok | SEQ : 20174717800, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
14:03:31:07 | I | Matching ok | SEQ : 20174717910, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
14:03:33:09 | I | Matching ok | SEQ : 20174717900, PART : N/A, SCAN N/A, CELL [2,2]
14:03:41:22 | I | Matching ok | SEQ : 20174717890, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
14:03:43:24 | I | Matching ok | SEQ : 20174717880, PART : N/A, SCAN N/A, CELL [2,4]
14:03:50:53 | I | Matching ok | SEQ : 20174717870, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
14:03:55:30 | I | Matching ok | SEQ : 20174717860, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
14:16:06:82 | I | Matching ok | SEQ : 20174717970, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
14:16:11:42 | I | Matching ok | SEQ : 20174717960, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
14:16:14:54 | I | Matching ok | SEQ : 20174717950, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
14:16:16:85 | I | Matching ok | SEQ : 20174717940, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
14:16:21:07 | I | Matching ok | SEQ : 20174717930, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
14:16:23:09 | I | Matching ok | SEQ : 20174717920, PART : N/A, SCAN N/A, CELL [1,6]
14:16:26:44 | I | Matching ok | SEQ : 20174718030, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
14:16:29:87 | I | Matching ok | SEQ : 20174718020, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
14:16:32:67 | I | Matching ok | SEQ : 20174718010, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
14:16:35:32 | I | Matching ok | SEQ : 20174718000, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
14:16:39:12 | I | Matching ok | SEQ : 20174717990, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
14:17:00:12 | I | Matching ok | SEQ : 20174717980, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
14:27:41:09 | I | Matching ok | SEQ : 20174718090, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
14:27:43:31 | I | Matching ok | SEQ : 20174718080, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
14:27:45:33 | I | Matching ok | SEQ : 20174718070, PART : N/A, SCAN N/A, CELL [1,3]
14:27:49:16 | I | Matching ok | SEQ : 20174718060, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
14:27:54:14 | I | Matching ok | SEQ : 20174718050, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
14:27:56:17 | I | Matching ok | SEQ : 20174718040, PART : N/A, SCAN N/A, CELL [1,6]
14:27:59:63 | I | Matching ok | SEQ : 20174718150, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
14:28:01:93 | I | Matching ok | SEQ : 20174718140, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
14:28:03:94 | I | Matching ok | SEQ : 20174718130, PART : N/A, SCAN N/A, CELL [2,3]
14:28:08:11 | I | Matching ok | SEQ : 20174718120, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
14:28:10:48 | I | Matching ok | SEQ : 20174718110, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
14:28:12:68 | I | Matching ok | SEQ : 20174718100, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
14:41:36:18 | I | Matching ok | SEQ : 20174718210, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
14:41:43:90 | I | Matching ok | SEQ : 20174718200, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
14:41:46:90 | I | Matching ok | SEQ : 20174718190, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
14:41:54:55 | I | Matching ok | SEQ : 20174718180, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
14:42:00:26 | I | Matching ok | SEQ : 20174718170, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
14:42:04:20 | I | Matching ok | SEQ : 20174718160, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
14:42:06:22 | I | Matching ok | SEQ : 20174718270, PART : N/A, SCAN N/A, CELL [2,1]
14:42:12:66 | I | Matching ok | SEQ : 20174718260, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
14:42:17:78 | I | Matching ok | SEQ : 20174718250, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
14:42:22:16 | I | Matching ok | SEQ : 20174718240, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
14:42:27:03 | I | Matching ok | SEQ : 20174718230, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
14:42:30:21 | I | Matching ok | SEQ : 20174718220, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
14:54:35:17 | I | Matching ok | SEQ : 20174718330, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
14:54:40:46 | I | Matching ok | SEQ : 20174718320, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
14:54:57:67 | I | Matching ok | SEQ : 20174718310, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
14:55:00:62 | I | Matching ok | SEQ : 20174718300, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
14:55:02:64 | I | Matching ok | SEQ : 20174718290, PART : N/A, SCAN N/A, CELL [1,5]
14:55:05:85 | I | Matching ok | SEQ : 20174718280, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
14:55:10:52 | I | Matching ok | SEQ : 20174718390, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
14:55:13:65 | I | Matching ok | SEQ : 20174718380, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
14:55:17:47 | I | Matching ok | SEQ : 20174718370, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
14:55:20:95 | I | Matching ok | SEQ : 20174718360, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
14:55:24:50 | I | Matching ok | SEQ : 20174718350, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
14:55:27:75 | I | Matching ok | SEQ : 20174718340, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
15:08:38:12 | I | Matching ok | SEQ : 20174718450, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
15:08:40:77 | I | Matching ok | SEQ : 20174718440, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
15:08:43:49 | I | Matching ok | SEQ : 20174718430, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
15:08:45:51 | I | Matching ok | SEQ : 20174718420, PART : N/A, SCAN N/A, CELL [1,4]
15:08:48:40 | I | Matching ok | SEQ : 20174718410, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
15:08:51:29 | I | Matching ok | SEQ : 20174718400, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
15:08:54:07 | I | Matching ok | SEQ : 20174718510, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
15:08:56:77 | I | Matching ok | SEQ : 20174718500, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
15:08:59:35 | I | Matching ok | SEQ : 20174718490, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
15:09:01:94 | I | Matching ok | SEQ : 20174718480, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
15:09:06:45 | I | Matching ok | SEQ : 20174718470, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
15:09:08:82 | I | Matching ok | SEQ : 20174718460, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
15:23:26:31 | I | Matching ok | SEQ : 20174718570, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
15:23:30:11 | I | Matching ok | SEQ : 20174718560, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
15:23:34:29 | I | Matching ok | SEQ : 20174718550, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
15:23:37:59 | I | Matching ok | SEQ : 20174718540, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
15:23:39:62 | I | Matching ok | SEQ : 20174718530, PART : N/A, SCAN N/A, CELL [1,5]
15:23:43:77 | I | Matching ok | SEQ : 20174718520, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
15:23:56:89 | I | Matching ok | SEQ : 20174718630, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
15:23:58:90 | I | Matching ok | SEQ : 20174718620, PART : N/A, SCAN N/A, CELL [2,2]
15:24:09:69 | I | Matching ok | SEQ : 20174718610, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
15:24:14:11 | I | Matching ok | SEQ : 20174718600, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
15:24:18:89 | I | Matching ok | SEQ : 20174718590, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
15:24:23:92 | I | Matching ok | SEQ : 20174718580, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
15:33:20:41 | I | Matching ok | SEQ : 20174718690, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
15:33:23:95 | I | Matching ok | SEQ : 20174718680, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
15:33:28:21 | I | Matching ok | SEQ : 20174718670, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
15:33:30:22 | I | Matching ok | SEQ : 20174718660, PART : N/A, SCAN N/A, CELL [1,4]
15:33:33:73 | I | Matching ok | SEQ : 20174718650, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
15:33:38:36 | I | Matching ok | SEQ : 20174718640, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
15:33:43:63 | I | Matching ok | SEQ : 20174718750, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
15:33:48:71 | I | Matching ok | SEQ : 20174718740, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
15:33:54:08 | I | Matching ok | SEQ : 20174718730, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
15:33:59:01 | I | Matching ok | SEQ : 20174718720, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
15:34:03:51 | I | Matching ok | SEQ : 20174718710, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
15:34:07:85 | I | Matching ok | SEQ : 20174718700, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
15:41:04:66 | I | Matching ok | SEQ : 20174718810, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
15:41:07:89 | I | Matching ok | SEQ : 20174718800, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
15:41:11:09 | I | Matching ok | SEQ : 20174718790, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
15:41:15:02 | I | Matching ok | SEQ : 20174718780, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
15:41:19:19 | I | Matching ok | SEQ : 20174718770, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
15:41:21:20 | I | Matching ok | SEQ : 20174718760, PART : N/A, SCAN N/A, CELL [1,6]
15:41:26:07 | I | Matching ok | SEQ : 20174718870, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
15:41:30:19 | I | Matching ok | SEQ : 20174718860, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
15:41:32:20 | I | Matching ok | SEQ : 20174718850, PART : N/A, SCAN N/A, CELL [2,3]
15:41:36:04 | I | Matching ok | SEQ : 20174718840, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
15:41:39:69 | I | Matching ok | SEQ : 20174718830, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
15:41:42:84 | I | Matching ok | SEQ : 20174718820, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
15:51:01:03 | I | Matching ok | SEQ : 20174718930, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
15:51:04:58 | I | Matching ok | SEQ : 20174718920, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
15:51:09:53 | I | Matching ok | SEQ : 20174718910, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
15:51:15:33 | I | Matching ok | SEQ : 20174718900, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
15:51:19:83 | I | Matching ok | SEQ : 20174718890, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
15:51:25:55 | I | Matching ok | SEQ : 20174718880, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
15:51:31:43 | I | Matching ok | SEQ : 20174718990, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
15:51:40:63 | I | Matching ok | SEQ : 20174718980, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
15:51:50:23 | I | Matching ok | SEQ : 20174718970, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
15:51:54:63 | I | Matching ok | SEQ : 20174718960, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
15:51:59:06 | I | Matching ok | SEQ : 20174718950, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
15:52:01:09 | I | Matching ok | SEQ : 20174718940, PART : N/A, SCAN N/A, CELL [2,6]
16:08:14:40 | I | Matching ok | SEQ : 20174719050, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
16:08:18:50 | I | Matching ok | SEQ : 20174719040, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
16:08:23:15 | I | Matching ok | SEQ : 20174719030, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
16:08:32:06 | I | Matching ok | SEQ : 20174719020, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
16:08:36:80 | I | Matching ok | SEQ : 20174719010, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
16:08:38:83 | I | Matching ok | SEQ : 20174719000, PART : N/A, SCAN N/A, CELL [1,6]
16:08:42:75 | I | Matching ok | SEQ : 20174719110, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
16:08:46:81 | I | Matching ok | SEQ : 20174719100, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
16:08:50:93 | I | Matching ok | SEQ : 20174719090, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
16:09:01:34 | I | Matching ok | SEQ : 20174719080, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
16:09:03:37 | I | Matching ok | SEQ : 20174719070, PART : N/A, SCAN N/A, CELL [2,5]
16:09:07:78 | I | Matching ok | SEQ : 20174719060, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
16:19:26:97 | I | Matching ok | SEQ : 20174719170, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
16:19:29:77 | I | Matching ok | SEQ : 20174719160, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
16:19:32:89 | I | Matching ok | SEQ : 20174719150, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
16:19:35:74 | I | Matching ok | SEQ : 20174719140, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
16:19:38:30 | I | Matching ok | SEQ : 20174719130, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
16:19:51:97 | I | Matching ok | SEQ : 20174719120, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
16:20:01:87 | I | Matching ok | SEQ : 20174719230, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
16:20:05:58 | I | Matching ok | SEQ : 20174719220, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
16:20:07:62 | I | Matching ok | SEQ : 20174719210, PART : N/A, SCAN N/A, CELL [2,3]
16:20:09:63 | I | Matching ok | SEQ : 20174719200, PART : N/A, SCAN N/A, CELL [2,4]
16:20:13:70 | I | Matching ok | SEQ : 20174719190, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
16:20:17:10 | I | Matching ok | SEQ : 20174719180, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
16:31:25:06 | I | Matching ok | SEQ : 20174719290, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
16:31:28:74 | I | Matching ok | SEQ : 20174719280, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
16:31:32:96 | I | Matching ok | SEQ : 20174719270, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
16:31:39:26 | I | Matching ok | SEQ : 20174719260, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
16:31:45:94 | I | Matching ok | SEQ : 20174719250, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
16:31:47:97 | I | Matching ok | SEQ : 20174719240, PART : N/A, SCAN N/A, CELL [1,6]
16:31:50:91 | I | Matching ok | SEQ : 20174719350, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
16:31:54:77 | I | Matching ok | SEQ : 20174719340, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
16:31:59:17 | I | Matching ok | SEQ : 20174719330, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
16:32:04:01 | I | Matching ok | SEQ : 20174719320, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
16:32:07:94 | I | Matching ok | SEQ : 20174719310, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
16:32:13:76 | I | Matching ok | SEQ : 20174719300, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
16:46:41:16 | I | Matching ok | SEQ : 20174719410, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
16:46:44:99 | I | Matching ok | SEQ : 20174719400, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
16:46:47:83 | I | Matching ok | SEQ : 20174719390, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
16:46:51:11 | I | Matching ok | SEQ : 20174719380, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
16:46:54:66 | I | Matching ok | SEQ : 20174719370, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
16:46:57:89 | I | Matching ok | SEQ : 20174719360, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
16:47:01:06 | I | Matching ok | SEQ : 20174719470, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
16:47:04:21 | I | Matching ok | SEQ : 20174719460, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
16:47:07:33 | I | Matching ok | SEQ : 20174719450, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
16:47:10:53 | I | Matching ok | SEQ : 20174719440, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
16:47:12:55 | I | Matching ok | SEQ : 20174719430, PART : N/A, SCAN N/A, CELL [2,5]
16:47:15:33 | I | Matching ok | SEQ : 20174719420, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
16:58:06:93 | I | Matching ok | SEQ : 20174719530, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
16:58:08:94 | I | Matching ok | SEQ : 20174719520, PART : N/A, SCAN N/A, CELL [1,2]
16:58:13:48 | I | Matching ok | SEQ : 20174719510, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
16:58:15:50 | I | Matching ok | SEQ : 20174719500, PART : N/A, SCAN N/A, CELL [1,4]
16:58:19:88 | I | Matching ok | SEQ : 20174719490, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
16:58:22:73 | I | Matching ok | SEQ : 20174719480, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
16:58:26:08 | I | Matching ok | SEQ : 20174719590, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
16:58:29:15 | I | Matching ok | SEQ : 20174719580, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
16:58:31:90 | I | Matching ok | SEQ : 20174719570, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
16:58:35:60 | I | Matching ok | SEQ : 20174719560, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
16:58:38:00 | I | Matching ok | SEQ : 20174719550, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
16:58:40:02 | I | Matching ok | SEQ : 20174719540, PART : N/A, SCAN N/A, CELL [2,6]
18:14:36:48 | I | Matching ok | SEQ : 20174719650, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
18:14:49:19 | I | Matching ok | SEQ : 20174719640, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
18:15:01:74 | I | Matching ok | SEQ : 20174719630, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
18:15:16:19 | I | Matching ok | SEQ : 20174719620, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
18:15:26:46 | I | Matching ok | SEQ : 20174719610, PART : 68193661AB, SCAN P68193661AB, CELL [1,5]
18:15:38:11 | I | Matching ok | SEQ : 20174719600, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
18:15:40:18 | I | Matching ok | SEQ : 20174719710, PART : N/A, SCAN N/A, CELL [2,1]
18:15:52:36 | I | Matching ok | SEQ : 20174719700, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
18:16:03:91 | I | Matching ok | SEQ : 20174719690, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
18:16:13:89 | I | Matching ok | SEQ : 20174719680, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
18:16:26:14 | I | Matching ok | SEQ : 20174719670, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
18:16:38:66 | I | Matching ok | SEQ : 20174719660, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
18:24:57:40 | I | Matching ok | SEQ : 20174719770, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
18:25:02:73 | I | Matching ok | SEQ : 20174719760, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
18:25:09:87 | I | Matching ok | SEQ : 20174719750, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
18:25:16:73 | I | Matching ok | SEQ : 20174719740, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
18:25:33:50 | I | Matching ok | SEQ : 20174719730, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
18:25:43:71 | I | Matching ok | SEQ : 20174719720, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
18:25:52:03 | I | Matching ok | SEQ : 20174719830, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
18:25:54:04 | I | Matching ok | SEQ : 20174719820, PART : N/A, SCAN N/A, CELL [2,2]
18:26:02:38 | I | Matching ok | SEQ : 20174719810, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
18:26:16:88 | I | Matching ok | SEQ : 20174719800, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
18:27:13:45 | I | Matching ok | SEQ : 20174719790, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
18:27:18:13 | I | Matching ok | SEQ : 20174719780, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
18:34:10:24 | I | Matching ok | SEQ : 20174719890, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
18:34:20:99 | I | Matching ok | SEQ : 20174719880, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
18:34:23:02 | I | Matching ok | SEQ : 20174719870, PART : N/A, SCAN N/A, CELL [1,3]
18:34:31:66 | I | Matching ok | SEQ : 20174719860, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
18:34:43:04 | I | Matching ok | SEQ : 20174719850, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
18:34:49:02 | I | Matching ok | SEQ : 20174719840, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
18:35:01:99 | I | Matching ok | SEQ : 20174719950, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
18:35:11:84 | I | Matching ok | SEQ : 20174719940, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
18:35:24:59 | I | Matching ok | SEQ : 20174719930, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
18:35:33:79 | I | Matching ok | SEQ : 20174719920, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
18:35:44:84 | I | Matching ok | SEQ : 20174719910, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
18:35:50:87 | I | Matching ok | SEQ : 20174719900, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
18:41:57:37 | I | Matching ok | SEQ : 20174720010, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
18:42:12:15 | I | Matching ok | SEQ : 20174720000, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
18:42:26:13 | I | Matching ok | SEQ : 20174719990, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
18:42:28:14 | I | Matching ok | SEQ : 20174719980, PART : N/A, SCAN N/A, CELL [1,4]
18:42:38:78 | I | Matching ok | SEQ : 20174719970, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
18:42:48:08 | I | Matching ok | SEQ : 20174719960, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
18:42:57:78 | I | Matching ok | SEQ : 20174720070, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
18:43:33:48 | I | Matching ok | SEQ : 20174720060, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
18:43:36:68 | I | Matching ok | SEQ : 20174720050, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
18:43:38:70 | I | Matching ok | SEQ : 20174720040, PART : N/A, SCAN N/A, CELL [2,4]
18:43:55:00 | I | Matching ok | SEQ : 20174720030, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
18:44:09:98 | I | Matching ok | SEQ : 20174720020, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
18:53:23:19 | I | Matching ok | SEQ : 20174720130, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
18:53:37:24 | I | Matching ok | SEQ : 20174720120, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
18:53:52:32 | I | Matching ok | SEQ : 20174720110, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
18:54:09:02 | I | Matching ok | SEQ : 20174720100, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
18:54:39:40 | I | Matching ok | SEQ : 20174720090, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
